PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
050755,01-JAN-23,31-DEC-23,As Submitted,82631171,333743362,86394684
050758,01-JAN-23,31-DEC-23,As Submitted,47630552,143767264,125150718
050760,01-JAN-23,31-DEC-23,As Submitted,404298857,734225044,1100413548
050761,01-JAN-23,31-DEC-23,As Submitted,350457022,964863423,572383771
050763,01-JAN-23,31-DEC-23,As Submitted,80392538,290748720,36899536
050764,01-JAN-23,31-DEC-23,As Submitted,141482056,528107849,339037554
050765,01-JAN-23,31-DEC-23,As Submitted,245083299,275341407,604711852
050766,01-JAN-23,31-DEC-23,As Submitted,39409140,28248342,76027220
050767,01-JAN-23,31-DEC-23,As Submitted,391434267,712799402,1044495519
050769,01-JAN-23,31-DEC-23,As Submitted,110320676,259035713,313404843
050771,01-JAN-23,31-DEC-23,As Submitted,51415958,197154802,73479487
050772,01-JAN-23,31-DEC-23,As Submitted,996105196,2099132501,2256127437
050775,01-JAN-23,31-DEC-23,As Submitted,201224301,1055543768,639107444
050776,01-JAN-23,31-DEC-23,As Submitted,115262205,226966468,46417170
050777,01-JAN-23,31-DEC-23,As Submitted,564255464,935858876,1308244728
050780,01-JAN-23,31-DEC-23,As Submitted,110750749,407800373,62675721
050783,01-JAN-23,31-DEC-23,As Submitted,28675032,25666624,61871062
050784,01-JAN-23,31-DEC-23,As Submitted,78723796,121376451,229891707
050785,01-JAN-23,31-DEC-23,As Submitted,15251912,70727429,8842225
050854,03-FEB-23,31-DEC-23,As Submitted,23146872,42784226,863148
051301,01-JAN-23,31-DEC-23,As Submitted,,55062691,177089634
051306,01-JAN-23,31-DEC-23,As Submitted,,22473111,36153115
051310,01-JAN-23,31-DEC-23,As Submitted,,117202366,173300076
051315,01-JAN-23,31-DEC-23,As Submitted,27792770,11200660,21060163
051317,01-JAN-23,31-DEC-23,As Submitted,,92324592,333679411
051320,01-JAN-23,31-DEC-23,As Submitted,,18700914,68294214
051323,01-JAN-23,31-DEC-23,As Submitted,,3749497,20932229
051325,01-JAN-23,31-DEC-23,As Submitted,,35099049,111001026
051329,01-JAN-23,31-DEC-23,As Submitted,,94897813,242368372
051331,01-JAN-23,31-DEC-23,As Submitted,,5862043,66176847
051332,01-JAN-23,31-DEC-23,As Submitted,,55193511,155137267
051333,01-JAN-23,31-DEC-23,As Submitted,153227626,91404283,253639548
051336,01-OCT-22,30-SEP-23,As Submitted,62577019,40735774,166740072
051338,01-JAN-23,31-DEC-23,As Submitted,44826558,81700766,34264949
052047,01-JAN-23,31-DEC-23,As Submitted,43713062,377615168,13109973
052055,01-JAN-23,31-DEC-23,As Submitted,54251489,242383920,612053
053031,01-JAN-23,31-DEC-23,As Submitted,45390805,68325762,1501
053032,01-JAN-23,31-DEC-23,As Submitted,47166357,85113218,21987282
053034,01-JAN-23,31-DEC-23,As Submitted,36748942,64559954,
053039,01-JAN-23,31-DEC-23,As Submitted,119545592,577246551,3255958
053040,01-OCT-22,30-SEP-23,As Submitted,28099115,40586115,1602
053041,01-JAN-23,31-DEC-23,As Submitted,22746616,41863634,
053043,01-JAN-23,31-DEC-23,As Submitted,25226967,71769734,
053045,25-MAR-23,30-APR-23,Settled,1961751,1060419,
053046,24-APR-23,31-DEC-23,As Submitted,15565497,17874255,287
053300,01-OCT-22,30-SEP-23,As Submitted,,1322753933,807957429
054053,01-JAN-23,31-DEC-23,As Submitted,40577434,96402384,4952930
054055,01-JAN-23,31-DEC-23,As Submitted,63198685,131167412,21434354
054069,01-JAN-23,31-DEC-23,As Submitted,48587021,93775675,6181460
054074,01-JAN-23,31-DEC-23,As Submitted,29312116,110423730,3030066
054075,01-JAN-23,31-DEC-23,As Submitted,34036788,57236329,46801682
054077,01-JAN-23,31-DEC-23,As Submitted,24077362,21619351,2164270
054078,01-JAN-23,31-DEC-23,As Submitted,28621093,66196599,3089715
054087,01-JAN-23,31-DEC-23,As Submitted,42241467,117058000,10023000
054095,01-JAN-23,31-DEC-23,As Submitted,36087253,59274849,4857650
054096,01-JAN-23,31-DEC-23,As Submitted,47501410,46699966,27871615
054130,01-JAN-23,31-DEC-23,As Submitted,21356199,54848466,3767781
054131,01-JAN-23,31-DEC-23,As Submitted,45186486,82861916,18901636
054145,01-OCT-22,30-SEP-23,As Submitted,85824603,285092833,103146053
054148,01-JAN-23,31-DEC-23,As Submitted,905120,1807929,16406
054151,01-JAN-23,31-DEC-23,As Submitted,40558134,79934501,853650
054153,01-JAN-23,31-DEC-23,As Submitted,15064675,15850300,2082625
054154,01-JAN-23,31-DEC-23,As Submitted,39446662,92396484,4067875
054155,01-JAN-23,31-DEC-23,As Submitted,25398318,45557075,800450
054156,01-JAN-23,31-DEC-23,As Submitted,33332327,32812032,8000
054157,01-JAN-23,31-DEC-23,As Submitted,19375023,42594407,1651348
054158,01-JAN-23,31-DEC-23,As Submitted,28734085,68842547,1598020
054159,01-JAN-23,31-DEC-23,As Submitted,34737111,77474025,361200
060001,01-JAN-23,31-DEC-23,As Submitted,276432607,432247577,547279164
060003,01-JAN-23,31-DEC-23,As Submitted,100080792,165331416,345738860
060004,01-JAN-23,31-DEC-23,As Submitted,159400479,192035007,484719939
060006,01-JAN-23,31-DEC-23,As Submitted,115182752,83039773,336750293
060009,01-JAN-23,31-DEC-23,As Submitted,424666743,1263824078,1171126948
060023,01-JAN-23,31-DEC-23,As Submitted,449073396,917437194,958000719
060028,01-JAN-23,31-DEC-23,As Submitted,533051915,1642216206,1525360854
060030,01-JAN-23,31-DEC-23,As Submitted,104205096,99629808,229064244
060032,01-JAN-23,31-DEC-23,As Submitted,235004725,1367773103,1953331478
060034,01-OCT-22,30-SEP-23,As Submitted,465562044,4362553482,2560222775
060049,01-JUL-23,30-SEP-23,As Submitted,20994860,12459788,47474249
060054,01-JAN-23,31-DEC-23,As Submitted,160345513,177420669,564538469
060064,01-JAN-23,31-DEC-23,As Submitted,317668224,759156382,779080276
060065,01-JAN-23,31-DEC-23,As Submitted,151931349,1177600441,1511120661
060071,01-JAN-23,31-DEC-23,As Submitted,89858259,46451783,183156233
060075,01-JAN-23,31-DEC-23,As Submitted,204273296,197533407,403765570
060076,01-JAN-23,31-DEC-23,As Submitted,50573136,17894034,100524924
060096,01-NOV-22,31-OCT-23,As Submitted,213043599,101816743,330663283
060100,01-JAN-23,31-DEC-23,As Submitted,341444527,2810931810,2165676452
060103,01-JAN-23,31-DEC-23,As Submitted,164883119,275385411,555611850
060113,01-JAN-23,31-DEC-23,As Submitted,269490859,852637408,816331285
060114,01-JAN-23,31-DEC-23,As Submitted,270766136,751134607,955332118
060116,01-JAN-23,31-DEC-23,As Submitted,298120255,827593329,1021133056
060117,01-JAN-23,31-DEC-23,As Submitted,40693297,19889438,146878442
060125,01-JAN-23,31-DEC-23,As Submitted,135194489,294292417,522727159
060126,01-JAN-23,31-DEC-23,As Submitted,50449071,44681888,118803818
061300,01-JAN-23,31-DEC-23,As Submitted,,1787241,4279456
061301,01-JAN-23,31-DEC-23,As Submitted,,6420206,41604483
061302,01-JAN-23,31-DEC-23,As Submitted,,27429654,110819624
061303,01-JAN-23,31-DEC-23,As Submitted,,6662957,52593616
061305,01-JAN-23,31-DEC-23,As Submitted,,3152378,23297016
061306,01-JAN-23,31-DEC-23,As Submitted,,6593210,29938601
061307,01-JAN-23,31-DEC-23,As Submitted,,2122372,11743793
061309,01-JAN-23,31-DEC-23,As Submitted,,7736187,44590154
061310,01-JAN-23,31-DEC-23,As Submitted,,4722255,16956590
061311,01-JAN-23,31-DEC-23,As Submitted,,9308461,14961670
061312,01-JAN-23,31-DEC-23,As Submitted,,5795670,83510445
061313,01-JAN-23,31-DEC-23,As Submitted,,3993914,29216415
061314,01-JAN-23,31-DEC-23,As Submitted,,19250302,99274435
061316,01-JAN-23,31-DEC-23,As Submitted,,12995160,29167538
061317,01-JAN-23,31-DEC-23,As Submitted,100932220,24702894,145503466
061318,01-JAN-23,31-DEC-23,As Submitted,,4907345,79958391
061320,01-JAN-23,31-DEC-23,As Submitted,,13563898,104197762
061321,01-JAN-23,31-DEC-23,As Submitted,,11046796,84190308
061322,01-JAN-23,31-DEC-23,As Submitted,,20779214,253043448
061323,01-JAN-23,31-DEC-23,As Submitted,,6439452,53377446
061324,01-JAN-23,31-DEC-23,As Submitted,,31349037,151363380
061325,01-JAN-23,31-DEC-23,As Submitted,46211509,33969327,39193418
061327,01-JAN-23,31-DEC-23,As Submitted,,21135956,112108019
061328,01-JAN-23,31-DEC-23,As Submitted,,2710135,69584845
061343,01-JAN-23,31-DEC-23,As Submitted,,1254335,9480181
062011,01-OCT-22,30-SEP-23,Settled,124326750,266855432,27789164
063030,01-JAN-23,31-DEC-23,As Submitted,19216957,33946012,2575
063033,01-JAN-23,31-DEC-23,As Submitted,18919298,34746041,1641844
063035,01-JAN-23,31-DEC-23,As Submitted,14466636,33163330,
063036,01-JAN-23,31-DEC-23,As Submitted,17428453,35369367,
063037,01-JAN-23,31-DEC-23,As Submitted,19289050,44744836,584181
063301,01-JAN-23,31-DEC-23,As Submitted,,2273144449,1828019954
063303,01-JAN-23,31-DEC-23,As Submitted,,432459249,394438571
064007,01-JAN-23,31-DEC-23,As Submitted,27541086,79813448,13424258
064009,01-JAN-23,31-DEC-23,As Submitted,22770601,66489700,5961126
064024,01-JAN-23,31-DEC-23,As Submitted,19612541,50705000,2935270
064026,01-JAN-23,31-DEC-23,As Submitted,34041137,92612000,19759248
064028,01-JAN-23,31-DEC-23,As Submitted,31514712,62561360,15483856
064029,01-JAN-23,31-DEC-23,As Submitted,18546806,34405450,189010
070002,01-OCT-22,30-SEP-23,As Submitted,823686599,1340247170,1541642915
070003,01-OCT-22,30-SEP-23,As Submitted,121509071,83606184,214305509
070004,01-OCT-22,30-SEP-23,As Submitted,62071071,47634124,89500753
070005,01-JAN-23,31-DEC-23,As Submitted,288860392,726046096,518943954
070006,01-OCT-22,30-SEP-23,As Submitted,617169462,936471954,2265467195
070007,01-OCT-22,30-SEP-23,As Submitted,406435988,436344124,901841968
070008,01-OCT-22,30-SEP-23,As Submitted,59380556,41589363,110561975
070010,01-OCT-22,30-SEP-23,As Submitted,706393358,1188393942,1578089836
070011,01-OCT-22,30-SEP-23,Amended,153611993,214209129,324156799
070012,01-JAN-23,31-DEC-23,As Submitted,50083652,12608821,113773874
070016,01-OCT-22,30-SEP-23,As Submitted,277837291,380829688,690785072
070017,01-OCT-22,30-SEP-23,As Submitted,383106854,481111240,558464550
070018,01-OCT-22,30-SEP-23,As Submitted,439841974,545732469,1020663703
070020,01-OCT-22,30-SEP-23,As Submitted,418776925,534236655,984158777
070021,01-OCT-22,30-SEP-23,As Submitted,119234519,72056217,285481246
070022,01-OCT-22,30-SEP-23,As Submitted,3263185266,5650842237,6303800612
070024,01-OCT-22,30-SEP-23,As Submitted,417897197,552639755,822113085
070025,01-OCT-22,30-SEP-23,As Submitted,1614923407,3374389831,1947219233
070027,01-JAN-23,31-DEC-23,As Submitted,242694064,462048216,392451276
070028,01-OCT-22,30-SEP-23,As Submitted,621290932,1075086389,835686574
070029,01-OCT-22,30-SEP-23,As Submitted,161969915,199631744,409824550
070031,01-OCT-22,30-SEP-23,As Submitted,200436876,354057202,708434410
070033,01-OCT-22,30-SEP-23,As Submitted,636419132,1056874955,1280749594
070034,01-OCT-22,30-SEP-23,As Submitted,313340401,530957778,600016715
070035,01-OCT-22,30-SEP-23,As Submitted,526351757,804014774,992594988
070038,01-OCT-22,30-SEP-23,Settled,19750663,5746174,
070039,01-OCT-22,09-JUL-23,As Submitted,42929104,63297974,821464
070040,01-OCT-22,30-SEP-23,As Submitted,9254065,11860995,
072003,01-OCT-22,30-SEP-23,As Submitted,88527858,158808395,35216343
073025,01-OCT-22,30-SEP-23,As Submitted,22812372,56445880,21537157
073300,01-OCT-22,30-SEP-23,As Submitted,,639114546,547547459
074008,01-OCT-22,30-SEP-23,Settled,39856719,47879746,35900236
074014,01-JAN-23,31-DEC-23,As Submitted,25586466,31892820,2375500
083026,01-OCT-22,30-SEP-23,As Submitted,18398200,34751159,
083028,27-JAN-23,30-APR-23,As Submitted,3683530,5484225,251015
083300,01-JAN-23,31-DEC-23,As Submitted,,1069290167,693383434
084002,01-JAN-23,31-DEC-23,As Submitted,27809811,73362937,3822271
084003,01-JAN-23,31-DEC-23,As Submitted,27082998,98364000,5179200
084004,01-JAN-23,31-DEC-23,As Submitted,22908712,51398400,4616205
084005,01-JAN-23,31-DEC-23,As Submitted,21726744,59744260,8055575
090001,01-JAN-23,31-DEC-23,As Submitted,517838144,2904131052,1438251752
090008,01-OCT-22,30-SEP-23,As Submitted,108065788,148336270,151149577
092002,01-JAN-23,31-DEC-23,As Submitted,57824065,91384782,
092003,01-JAN-23,31-DEC-23,As Submitted,50305023,80204835,1118161
094001,01-OCT-22,30-SEP-23,As Submitted,103635717,100738462,874929
094004,01-JAN-23,31-DEC-23,As Submitted,32530742,64485561,2510200
100002,01-OCT-22,30-SEP-23,As Submitted,446880555,1431967218,1104223268
100006,01-OCT-22,30-SEP-23,Amended,2418732721,12981180061,8837823448
100007,01-JAN-23,31-DEC-23,As Submitted,4608490138,18521933482,16195715288
100008,01-OCT-22,30-SEP-23,As Submitted,1464175909,3677111751,4303567503
100012,01-OCT-22,30-SEP-23,As Submitted,1079409021,2695640535,3336779441
100014,01-JAN-23,31-DEC-23,As Submitted,152711346,340112109,372738742
100017,01-OCT-22,30-SEP-23,As Submitted,547660136,1576443465,1128289502
100018,01-OCT-22,30-SEP-23,As Submitted,691696929,1821551804,1546611076
100019,01-OCT-22,30-SEP-23,As Submitted,688488703,2375085412,996318526
100022,01-OCT-22,30-SEP-23,As Submitted,2334069070,4786843301,2178763023
100023,01-NOV-22,31-OCT-23,As Submitted,168159094,1685558203,1417343218
100028,01-OCT-22,30-SEP-23,As Submitted,137287207,220066603,435540850
100030,01-OCT-22,30-SEP-23,As Submitted,290335380,1383280541,1097519439
100032,01-OCT-22,30-SEP-23,As Submitted,302391952,1829292079,1047689054
100034,01-JAN-23,31-DEC-23,As Submitted,579448609,1837598519,1714680908
100035,01-JAN-23,31-DEC-23,As Submitted,339866904,2540354536,1885005013
100043,01-JAN-23,31-DEC-23,As Submitted,118701051,277636072,294872912
100044,01-JAN-23,31-DEC-23,As Submitted,652250398,1800374911,1858332988
100045,01-JAN-23,31-DEC-23,As Submitted,175156707,519639559,594787776
100046,01-JAN-23,31-DEC-23,As Submitted,205752039,884290906,712444453
100047,01-OCT-22,30-SEP-23,As Submitted,67573266,334843714,300182318
100048,01-OCT-22,30-SEP-23,Amended,15006173,12273451,55918389
100049,01-NOV-22,31-OCT-23,As Submitted,79760809,423512849,436801037
100050,01-JAN-23,31-DEC-23,As Submitted,67583385,219960898,135089839
100051,01-OCT-22,30-SEP-23,As Submitted,270243210,1431100812,1306998953
100052,01-JAN-23,31-DEC-23,As Submitted,424616563,1102724441,1021237936
100055,01-JAN-23,31-DEC-23,As Submitted,156443964,478492485,431422273
100057,01-JAN-23,31-DEC-23,As Submitted,346246174,1126673380,1031116964
100062,01-OCT-22,30-SEP-23,As Submitted,384813354,1764391989,1371828540
100067,01-JAN-23,31-DEC-23,As Submitted,449859339,1120117222,1206621485
100068,01-JAN-23,31-DEC-23,As Submitted,478675733,1554790236,1252352632
100069,01-JAN-23,31-DEC-23,As Submitted,220904660,752127086,867407693
100071,01-OCT-22,30-NOV-23,As Submitted,155592969,848947340,884925046
100072,01-JAN-23,31-DEC-23,As Submitted,202749333,605077750,596394429
100075,01-JAN-23,31-DEC-23,As Submitted,1311629847,3619884815,3117085342
100077,01-JAN-23,31-DEC-23,As Submitted,173211816,1019889900,919048818
100087,01-OCT-22,30-SEP-23,As Submitted,1062630399,3878178276,2633473959
100088,01-OCT-22,30-SEP-23,As Submitted,2018797153,4959863015,5098955149
100090,01-OCT-22,30-SEP-23,As Submitted,328919931,740716369,775097204
100092,01-JAN-23,31-DEC-23,As Submitted,162906539,694053123,800906774
100093,01-OCT-22,30-SEP-23,Amended,482054368,1088141572,2093751168
100105,01-JAN-23,31-DEC-23,As Submitted,384283904,716090915,832056930
100106,01-JUN-23,31-OCT-23,As Submitted,9568159,1919687,19455049
100109,01-JAN-23,31-DEC-23,As Submitted,258212319,870061346,857375960
100110,01-JAN-23,31-DEC-23,As Submitted,335129931,3466716227,1776549322
100117,01-OCT-22,30-SEP-23,As Submitted,203818789,512731788,543167857
100118,01-JAN-23,31-DEC-23,As Submitted,206012112,537594410,648170849
100121,01-JAN-23,31-DEC-23,As Submitted,82060270,181578420,330619891
100125,01-OCT-22,30-SEP-23,As Submitted,306356038,594101077,883137510
100126,01-OCT-22,30-SEP-23,As Submitted,79361158,608427922,533738583
100127,01-JAN-23,31-DEC-23,As Submitted,652235731,1816397262,1553169729
100128,01-OCT-22,30-SEP-23,As Submitted,1825380007,7925295276,3910563541
100130,01-OCT-22,30-SEP-23,As Submitted,53191403,20273151,92312470
100132,01-JAN-23,31-DEC-23,As Submitted,149489607,349739832,473961522
100134,01-OCT-22,30-SEP-23,As Submitted,31619643,14457939,70917054
100135,01-OCT-22,30-SEP-23,As Submitted,801742402,2153063965,1945110318
100140,01-OCT-22,30-SEP-23,As Submitted,87890705,151921961,311691740
100142,01-OCT-22,30-SEP-23,As Submitted,61864743,29955343,162542166
100150,01-OCT-22,30-SEP-23,As Submitted,100227580,218491720,271101134
100151,01-JAN-23,31-DEC-23,As Submitted,966694545,1866867243,1689226831
100154,01-OCT-22,30-SEP-23,As Submitted,595952526,1382309687,1433203819
100156,01-NOV-22,31-OCT-23,As Submitted,108475976,630337245,1238407382
100157,01-OCT-22,30-SEP-23,As Submitted,932009385,2477655144,2753594303
100166,01-JAN-23,31-DEC-23,As Submitted,172994598,983179515,1315242474
100168,01-OCT-22,30-SEP-23,As Submitted,677990629,1253435947,2414674783
100173,01-JAN-23,31-DEC-23,As Submitted,642773137,2780367947,2125017058
100175,01-OCT-22,30-SEP-23,As Submitted,46956558,33120935,148592925
100176,01-JAN-23,31-DEC-23,As Submitted,202649553,1652565438,953991751
100177,01-OCT-22,30-SEP-23,As Submitted,199856593,385153626,465311583
100179,01-JAN-23,31-DEC-23,As Submitted,396834672,3385801374,2046478658
100181,01-JAN-23,31-DEC-23,As Submitted,73517898,256900025,132849109
100189,01-JAN-23,31-DEC-23,As Submitted,224331661,1950164772,1160425169
100206,01-NOV-22,31-OCT-23,As Submitted,183936747,788522997,1331792722
100209,01-JAN-23,31-DEC-23,As Submitted,406385111,4025162212,2025289243
100211,01-OCT-22,30-SEP-23,As Submitted,83981098,422996727,340340352
100217,01-JAN-23,31-DEC-23,As Submitted,116819122,428545465,753015180
100220,01-OCT-22,30-SEP-23,As Submitted,664640940,2557559666,1124950722
100238,01-OCT-22,30-SEP-23,As Submitted,158381992,1592812406,838904674
100244,01-OCT-22,30-SEP-23,As Submitted,311328034,1027472188,908284396
100246,01-OCT-22,30-SEP-23,As Submitted,357144530,3709539579,1438798843
100249,01-OCT-22,30-NOV-23,As Submitted,126604027,810374361,866662896
100253,01-OCT-22,30-SEP-23,As Submitted,370650029,873018836,971754058
100258,01-JAN-23,31-DEC-23,As Submitted,366597106,3569503826,1372140730
100260,01-OCT-22,30-SEP-23,As Submitted,178034270,1697745792,1218620810
100265,01-JAN-23,31-DEC-23,As Submitted,354722448,1030469537,892418787
100266,01-OCT-22,30-SEP-23,Amended,98441326,169550658,747292441
100267,01-JAN-23,31-DEC-23,As Submitted,68148026,491335937,656144323
100268,01-JAN-23,31-DEC-23,As Submitted,169473264,929961340,1029769947
100275,01-JAN-23,31-DEC-23,As Submitted,223283237,1705640136,951571525
100284,01-JAN-23,31-DEC-23,As Submitted,57100081,181953229,173246920
100286,01-OCT-22,30-SEP-23,As Submitted,357511617,2092676095,1802855198
100289,01-JAN-23,31-DEC-23,As Submitted,513306866,1058552202,1204575318
100291,01-JAN-23,31-DEC-23,As Submitted,105830084,457194362,691576870
100296,01-OCT-22,30-SEP-23,As Submitted,242533507,407937817,640388786
100299,01-JAN-23,31-DEC-23,As Submitted,151704789,953025614,1063745598
100302,01-OCT-22,30-SEP-23,As Submitted,88445415,454927161,487446407
100314,01-OCT-22,30-SEP-23,As Submitted,316626633,788432686,1147062955
100315,01-OCT-22,30-SEP-23,As Submitted,171365012,354765981,570841102
100316,01-OCT-22,30-SEP-23,As Submitted,176861073,427239784,509212581
100319,01-JAN-23,31-DEC-23,As Submitted,306848481,1016734895,1279549631
100330,01-OCT-22,30-SEP-23,As Submitted,55156798,94595893,148632521
100359,01-OCT-22,30-SEP-23,As Submitted,245139072,660660133,680006322
100360,01-NOV-22,31-OCT-23,As Submitted,144194225,772165072,679599809
100362,06-APR-23,31-DEC-23,As Submitted,56409895,61851859,98065244
101300,01-JAN-23,31-DEC-23,As Submitted,,27732470,134922121
101303,01-JAN-23,31-DEC-23,As Submitted,,15564037,20346431
101305,01-OCT-22,30-SEP-23,As Submitted,,2284900,10778025
101307,01-OCT-22,30-SEP-23,As Submitted,,8123658,56173438
101308,01-JAN-23,31-DEC-23,As Submitted,34910672,18401893,99677014
101309,01-OCT-22,30-SEP-23,As Submitted,,5657403,77484463
101311,01-OCT-22,30-SEP-23,As Submitted,,5335666,13227738
101312,01-OCT-22,30-SEP-23,As Submitted,,2125512,129074165
101313,01-OCT-22,30-SEP-23,As Submitted,,19627444,208560323
102003,01-JAN-23,31-DEC-23,As Submitted,57823946,632079183,
