PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
251305,01-OCT-22,30-SEP-23,As Submitted,,3085575,12749899
251306,01-OCT-22,30-SEP-23,As Submitted,,1124158,10799567
251307,01-OCT-22,30-SEP-23,As Submitted,,8739254,17672886
251308,01-OCT-22,30-SEP-23,As Submitted,,14750469,59199947
251309,01-OCT-22,30-SEP-23,As Submitted,,7177257,27674745
251312,01-OCT-22,30-SEP-23,As Submitted,,8453050,30541415
251313,01-OCT-22,30-SEP-23,As Submitted,,8063946,38647454
251315,01-OCT-22,30-SEP-23,As Submitted,,8485331,34419024
251316,01-JAN-23,31-DEC-23,As Submitted,,6754196,30027670
251317,01-JAN-23,31-DEC-23,As Submitted,17098226,12721742,20672750
251318,01-OCT-22,30-SEP-23,As Submitted,63189615,30446968,60230310
251320,01-JAN-23,31-DEC-23,As Submitted,11086194,14043108,15220767
251322,01-JAN-23,31-DEC-23,As Submitted,,11236500,43892029
251323,01-JAN-23,31-DEC-23,As Submitted,,5949914,18825180
251324,01-OCT-22,30-SEP-23,As Submitted,,3156130,24742242
251325,01-OCT-22,30-SEP-23,As Submitted,30498789,12476432,44756802
251326,01-OCT-22,30-SEP-23,As Submitted,14988027,7991045,12855326
251327,01-JAN-23,31-DEC-23,As Submitted,,14402516,52522628
251329,01-OCT-22,30-SEP-23,As Submitted,,1655226,6493317
251331,01-OCT-22,30-SEP-23,As Submitted,,19701931,20958256
251333,01-OCT-22,30-SEP-23,As Submitted,,15984808,14757432
251334,01-OCT-22,30-SEP-23,As Submitted,22550151,12793773,18070225
251335,01-JAN-23,31-DEC-23,As Submitted,,7061243,31760955
251336,01-OCT-22,30-SEP-23,As Submitted,,8287193,36151340
251337,01-OCT-22,30-SEP-23,As Submitted,20185886,11505500,28333904
251338,01-OCT-22,30-SEP-23,As Submitted,12931501,3360427,14527967
252004,01-JAN-23,31-DEC-23,As Submitted,12807869,21503577,106788
252005,01-JAN-23,31-DEC-23,As Submitted,20652456,153026900,
252013,01-NOV-22,31-OCT-23,As Submitted,14255915,40855057,6790971
252014,01-OCT-22,30-SEP-23,Settled,5392093,10202374,
254005,01-JAN-23,31-DEC-23,As Submitted,21312925,69692400,2094793
254007,01-JAN-23,31-DEC-23,Settled,18092173,37597515,1321298
254012,01-JAN-23,31-DEC-23,As Submitted,11598497,22994758,3840581
254013,14-APR-23,31-DEC-23,As Submitted,7385493,8435118,48150
260005,01-JAN-23,31-DEC-23,As Submitted,250764583,363409690,459743832
260025,01-OCT-22,30-SEP-23,As Submitted,172762854,216259144,399039656
260032,01-JAN-23,31-DEC-23,As Submitted,2296722595,5030078262,3603574846
260034,01-JAN-23,31-DEC-23,As Submitted,38471476,7671410,126819560
260040,01-OCT-22,30-SEP-23,As Submitted,1043814441,1777533774,2898126044
260057,01-OCT-22,30-SEP-23,As Submitted,61651100,33477453,146507186
260074,01-NOV-22,31-OCT-23,As Submitted,42653630,111649548,198604496
260081,01-JAN-23,31-DEC-23,As Submitted,212194837,406573702,420257808
260094,01-OCT-22,30-SEP-23,As Submitted,184497738,284908325,602996012
260104,01-JAN-23,31-DEC-23,As Submitted,489621078,846931023,934372273
260105,01-JAN-23,31-DEC-23,As Submitted,709196834,1898968071,1443188298
260108,01-JAN-23,31-DEC-23,As Submitted,651706162,1075156062,1611289004
260110,01-JAN-23,31-DEC-23,As Submitted,265653995,379077958,646134053
260113,01-OCT-22,30-SEP-23,As Submitted,109109899,140336296,308056522
260160,01-JAN-23,31-DEC-23,As Submitted,38916581,10696080,117519245
260162,01-JAN-23,31-DEC-23,As Submitted,224982947,150962121,831481972
260180,01-JAN-23,31-DEC-23,As Submitted,356947905,730804777,769602814
260190,01-OCT-22,30-SEP-23,As Submitted,126087601,533654441,616863571
260200,01-JAN-23,31-DEC-23,As Submitted,196941723,387591752,409420176
260214,01-JAN-23,31-DEC-23,As Submitted,83968278,259915712,589224272
260219,01-JAN-23,31-DEC-23,As Submitted,100937738,156450444,259227116
261302,01-OCT-22,30-SEP-23,As Submitted,22334672,12053308,35259489
261306,01-NOV-22,31-OCT-23,As Submitted,,2461149,12089784
261309,01-JAN-23,31-DEC-23,As Submitted,,9348761,60060157
261311,01-APR-23,30-SEP-23,As Submitted,,12148629,57736279
261313,01-JAN-23,31-DEC-23,As Submitted,,5959258,42641620
261314,01-JAN-23,31-DEC-23,As Submitted,,6833967,25445703
261320,01-OCT-22,30-SEP-23,As Submitted,,24753158,124839049
261321,01-JAN-23,31-DEC-23,As Submitted,,20600962,102910424
261322,01-OCT-22,30-SEP-23,As Submitted,,15733202,68526552
261324,01-JAN-23,31-DEC-23,As Submitted,76064578,39392213,255535971
261325,01-OCT-22,30-SEP-23,As Submitted,,12569379,64971172
261327,01-NOV-22,31-OCT-23,As Submitted,,4347148,35034373
261329,01-OCT-22,30-SEP-23,As Submitted,,21277444,152516845
261337,01-JAN-23,31-DEC-23,As Submitted,74351281,41642730,212906062
262013,01-NOV-22,31-OCT-23,As Submitted,44621764,288829793,
262017,01-NOV-22,31-JAN-23,Settled,6627011,37283793,
263029,01-JAN-23,31-DEC-23,As Submitted,35517828,63296836,1367
263030,01-JAN-23,31-DEC-23,As Submitted,15043749,35433430,361
263032,01-JAN-23,31-DEC-23,As Submitted,20778670,35126626,
263034,22-DEC-22,31-DEC-23,As Submitted,18829224,37692693,
263301,01-JAN-23,31-DEC-23,As Submitted,,1249628677,880373456
264024,01-JAN-23,31-DEC-23,As Submitted,32339167,103650477,
264030,01-JAN-23,31-DEC-23,As Submitted,28320352,57017304,10816076
270012,01-JAN-23,31-DEC-23,As Submitted,378420389,466590643,842906442
270017,01-JAN-23,31-DEC-23,As Submitted,119102984,129177437,271997851
270049,01-JAN-23,31-DEC-23,As Submitted,448127077,643832322,742614871
270051,01-APR-23,31-DEC-23,As Submitted,337907060,306261781,592952823
270057,01-JAN-23,31-DEC-23,As Submitted,323871099,236383248,487394809
271307,01-JAN-23,31-DEC-23,As Submitted,,2916957,6503154
271315,01-OCT-22,30-SEP-23,As Submitted,,486,76144
271319,01-NOV-22,31-OCT-23,As Submitted,,3126695,10051470
271321,01-JAN-23,31-DEC-23,As Submitted,,4488729,7815118
271323,01-JAN-23,31-DEC-23,As Submitted,29399032,9697502,35901725
271325,01-JAN-23,31-DEC-23,As Submitted,44299120,11491119,49428332
271328,01-APR-23,31-DEC-23,As Submitted,10954406,2600398,9889438
271329,01-OCT-22,30-SEP-23,As Submitted,,1518095,9015415
271334,01-APR-23,31-DEC-23,As Submitted,,1833283,4682811
271335,01-JAN-23,31-DEC-23,As Submitted,66351928,20179251,117598334
271336,01-APR-23,31-DEC-23,As Submitted,,25289000,90243728
271337,01-APR-23,31-DEC-23,As Submitted,,375298,8441827
271339,01-OCT-22,30-SEP-23,As Submitted,,11340,328304
271343,01-JAN-23,31-DEC-23,As Submitted,,7988019,48860699
271347,01-JAN-23,31-DEC-23,As Submitted,73172767,23978078,76745825
271389,01-JAN-23,31-DEC-23,As Submitted,,1438700,16543967
273025,01-JAN-23,31-DEC-23,As Submitted,14045552,29238721,
280040,01-JAN-23,31-DEC-23,As Submitted,564582607,894386792,925418039
280065,01-JAN-23,31-DEC-23,As Submitted,202998514,229360040,451954856
280077,01-JAN-23,31-DEC-23,As Submitted,118239995,133364617,269259763
280125,01-JAN-23,31-DEC-23,As Submitted,154916259,216161031,310528396
280127,01-JAN-23,31-DEC-23,As Submitted,65019069,5538438,163187522
280131,01-JAN-23,31-DEC-23,As Submitted,50291761,53215126,169956800
281300,01-JAN-23,31-DEC-23,As Submitted,,1038596,15516229
281319,01-OCT-22,30-SEP-23,As Submitted,30661018,5913875,33746877
281320,01-OCT-22,30-SEP-23,As Submitted,,7746780,27492516
281322,01-JAN-23,31-DEC-23,As Submitted,,11662525,70419600
281328,01-JAN-23,31-DEC-23,As Submitted,,3786801,27256744
281330,01-OCT-22,30-SEP-23,As Submitted,,1842167,2119251
281334,01-OCT-22,30-SEP-23,As Submitted,,7383680,45298903
281336,01-OCT-22,30-SEP-23,As Submitted,53036818,18350080,69796314
281339,01-OCT-22,30-SEP-23,As Submitted,,7683160,39660400
281341,01-OCT-22,30-SEP-23,As Submitted,,6736578,31917782
281354,01-JAN-23,31-DEC-23,As Submitted,,2506547,44533600
281355,01-JAN-23,31-DEC-23,As Submitted,,3622741,33255012
281357,01-JAN-23,31-DEC-23,As Submitted,,15631497,89062351
281359,01-JAN-23,31-DEC-23,As Submitted,,7948916,61482129
281362,01-JAN-23,31-DEC-23,As Submitted,,17718395,102837262
281364,01-OCT-22,30-SEP-23,As Submitted,,21989026,125384297
281365,01-OCT-22,30-SEP-23,As Submitted,,2931384,21476877
290001,01-JAN-23,31-DEC-23,As Submitted,918710667,2279134831,1941593863
290005,01-JAN-23,31-DEC-23,As Submitted,104586881,453993278,320493609
290009,01-JAN-23,31-DEC-23,As Submitted,193846075,475396364,386761201
290019,01-JAN-23,31-DEC-23,As Submitted,305838626,594923120,878840260
290021,01-JAN-23,31-DEC-23,As Submitted,316740355,3367352217,1510036140
290022,01-JAN-23,11-JUL-23,As Submitted,40007685,187400089,234495567
290032,01-JAN-23,31-DEC-23,As Submitted,134117322,770697349,876909397
290039,01-JAN-23,31-DEC-23,As Submitted,470590648,4372168901,2258078069
290041,01-JAN-23,31-DEC-23,As Submitted,377105287,4140919916,1727122457
290042,01-JAN-23,31-DEC-23,As Submitted,21138842,57563312,
290046,01-JAN-23,31-DEC-23,As Submitted,365993746,3612057040,1642920360
290054,01-JAN-23,31-DEC-23,As Submitted,285692548,3157858788,1296300098
290057,01-JAN-23,31-DEC-23,As Submitted,300847506,3339969465,1922948114
290058,01-JAN-23,31-DEC-23,As Submitted,50196385,10877718,713575056
290061,01-JAN-23,31-DEC-23,As Submitted,152780045,660628110,567970981
291306,01-JAN-23,31-DEC-23,As Submitted,,30915406,248952703
291309,01-JAN-23,31-DEC-23,As Submitted,36160411,20164530,48885547
291311,01-JAN-23,31-DEC-23,As Submitted,,29000237,191051605
292008,01-JAN-23,11-JUN-23,As Submitted,3960304,10330962,
293026,01-JAN-23,31-DEC-23,As Submitted,29052593,59044861,255
293032,01-JAN-23,31-DEC-23,As Submitted,27226942,53398258,
293033,01-JAN-23,31-DEC-23,As Submitted,22314241,43642438,
293034,01-JAN-23,31-DEC-23,As Submitted,23823918,53796377,4877134
294010,01-JAN-23,31-DEC-23,As Submitted,3095213,9696000,1076880
294011,01-JAN-23,31-DEC-23,As Submitted,21429986,52738000,
294013,01-JAN-23,31-DEC-23,As Submitted,32808421,77611549,3607520
294014,01-JAN-23,30-JUL-23,Settled,2144609,3490982,
294015,01-JAN-23,31-DEC-23,As Submitted,21087578,50224699,4451360
294016,01-JAN-23,31-DEC-23,As Submitted,18364289,17176226,
300001,01-OCT-22,30-SEP-23,As Submitted,462545502,738955782,1003350622
300005,01-OCT-22,30-SEP-23,As Submitted,110455429,122107265,271303910
300011,01-JAN-23,31-DEC-23,As Submitted,214668553,230252192,569283436
300018,01-OCT-22,30-SEP-23,As Submitted,474615855,383042727,1573508475
300023,01-OCT-22,30-SEP-23,As Submitted,270129599,218818963,740655982
300034,01-OCT-22,30-SEP-23,As Submitted,472383676,779112805,839541147
301300,01-OCT-22,30-SEP-23,As Submitted,,3856118,35808885
301301,01-OCT-22,30-SEP-23,As Submitted,36760826,17872019,50892911
301302,01-OCT-22,30-SEP-23,As Submitted,,30701575,153582264
301303,01-OCT-22,30-SEP-23,As Submitted,,11247811,101117842
301306,01-OCT-22,30-SEP-23,As Submitted,29102110,22644729,56306757
301307,01-OCT-22,30-SEP-23,As Submitted,,31601704,167375687
301308,01-OCT-22,30-SEP-23,As Submitted,,12367652,74545168
301309,01-OCT-22,30-SEP-23,Amended,,15272252,146891377
301310,01-OCT-22,30-SEP-23,As Submitted,,18320807,86799774
301312,01-OCT-22,30-SEP-23,As Submitted,,22606016,163946000
303027,01-JAN-23,31-DEC-23,As Submitted,21394529,33728802,1424755
310001,01-JAN-23,31-DEC-23,As Submitted,1959682594,4463605997,3402331552
310002,01-JAN-23,31-DEC-23,As Submitted,632426829,2134905571,995266699
310003,01-JAN-23,31-DEC-23,Amended,180489427,464719165,467892594
310005,01-JAN-23,31-DEC-23,As Submitted,257433846,390048390,687796090
310006,01-JAN-23,31-DEC-23,As Submitted,142028212,455416111,337022793
310009,01-JAN-23,31-DEC-23,As Submitted,344161708,1025419774,737172381
310011,01-JAN-23,31-DEC-23,As Submitted,144144466,289999023,631384156
310012,01-JAN-23,31-DEC-23,As Submitted,762479209,1672882042,1681826896
310014,01-JAN-23,31-DEC-23,As Submitted,1245245936,3446229748,2846334730
310015,01-JAN-23,31-DEC-23,As Submitted,1607440988,4581954743,3887500737
310017,01-JAN-23,31-DEC-23,As Submitted,255881211,791804486,844643095
310019,01-JAN-23,31-DEC-23,As Submitted,738133411,2738120924,1341752096
310022,01-JAN-23,31-DEC-23,As Submitted,767346507,3227521574,3119042594
310024,01-JAN-23,31-DEC-23,As Submitted,133229947,515519500,434366821
310025,01-JAN-23,31-DEC-23,As Submitted,132541463,1225635687,963168803
310027,01-JAN-23,31-DEC-23,As Submitted,342214570,684056846,747851574
310028,01-JAN-23,31-DEC-23,As Submitted,197239469,995145664,836270345
310029,01-JAN-23,31-DEC-23,As Submitted,365907577,2168877252,1252907927
310031,01-JAN-23,31-DEC-23,As Submitted,170778861,620643481,645089204
310032,01-JAN-23,31-DEC-23,As Submitted,539687772,1372762322,1062386436
310034,01-JAN-23,31-DEC-23,As Submitted,346193586,855758210,730250918
310038,01-JAN-23,31-DEC-23,As Submitted,1496167825,5036634205,2177162865
310039,01-JAN-23,31-DEC-23,As Submitted,277334065,860350023,575373111
310041,01-JAN-23,31-DEC-23,As Submitted,470419925,1760162573,876828187
310044,01-JAN-23,31-DEC-23,As Submitted,416722973,3220807069,5438974910
310045,01-JAN-23,31-DEC-23,As Submitted,602733920,1850984130,4845692326
310047,01-JAN-23,31-DEC-23,As Submitted,215022993,533885977,677758895
310048,01-JAN-23,31-DEC-23,As Submitted,359182459,1290531631,911495767
310050,01-JAN-23,31-DEC-23,As Submitted,261783444,764972777,606726792
310051,01-JAN-23,31-DEC-23,As Submitted,828011651,1854220578,2371998013
310052,01-JAN-23,31-DEC-23,As Submitted,463536206,1463854128,1030395483
310054,01-JAN-23,31-DEC-23,As Submitted,261222645,665744960,743717614
310057,01-JAN-23,31-DEC-23,As Submitted,311424806,1549187667,1315463789
310058,01-JAN-23,31-DEC-23,As Submitted,233678262,779245611,151492131
310061,01-JAN-23,31-DEC-23,As Submitted,109263036,451770870,465361103
310064,01-JAN-23,31-DEC-23,As Submitted,665759841,1924227460,1856922236
310069,01-JAN-23,31-DEC-23,As Submitted,426938974,1210977094,870350240
310070,01-JAN-23,31-DEC-23,As Submitted,451602556,2276901649,1533025309
310073,01-JAN-23,31-DEC-23,As Submitted,1052317051,3258314069,1680197590
310074,01-JAN-23,31-DEC-23,As Submitted,483809192,1383987298,1030359004
310075,01-JAN-23,31-DEC-23,As Submitted,424768227,1072159406,798929295
310076,01-JAN-23,31-DEC-23,As Submitted,1031092100,3040963128,1561710830
310083,01-JAN-23,31-DEC-23,As Submitted,88562171,236725166,130221124
310084,01-JAN-23,31-DEC-23,As Submitted,140371836,443824140,304352138
310091,01-JAN-23,30-SEP-23,As Submitted,45253532,82502352,155704243
310092,01-JAN-23,31-DEC-23,As Submitted,320137991,3575198931,2675106875
310096,01-JAN-23,31-DEC-23,As Submitted,162605490,484535769,378672621
310108,01-JAN-23,31-DEC-23,As Submitted,733057540,1953080512,1466191700
310110,01-JAN-23,31-DEC-23,As Submitted,213189883,684814770,655682057
310112,01-JAN-23,31-DEC-23,As Submitted,189834996,564341208,413709938
310113,01-JAN-23,31-DEC-23,As Submitted,213060245,594104890,582261749
310115,01-JAN-23,31-DEC-23,As Submitted,128057528,402839732,450656207
310118,01-JAN-23,31-DEC-23,As Submitted,159322532,609806508,732913979
310131,22-NOV-22,31-DEC-23,As Submitted,11077247,39076873,1638
312018,01-JAN-23,31-DEC-23,As Submitted,26684336,149855743,
312019,01-NOV-22,31-OCT-23,As Submitted,28192348,231635609,
313025,01-JAN-23,31-DEC-23,As Submitted,217288727,607322909,213887872
313027,01-FEB-23,31-DEC-23,As Submitted,25601943,42176117,1561816
313029,01-JAN-23,31-DEC-23,As Submitted,42387616,69393888,
313030,01-JAN-23,30-MAR-23,Settled,8333525,2665845,5803460
313032,01-JAN-23,31-DEC-23,As Submitted,34990969,128650719,3690142
313038,01-JAN-23,31-DEC-23,As Submitted,17679418,42494564,
313300,01-JAN-23,31-DEC-23,As Submitted,159143810,169155902,111791316
313302,01-JAN-23,31-DEC-23,As Submitted,,25226873,20988950
314012,01-JAN-23,31-DEC-23,As Submitted,75300136,192616057,3172893
314018,01-JAN-23,31-DEC-23,As Submitted,40375568,49616775,
314019,01-JAN-23,31-DEC-23,As Submitted,79500500,85639642,6089788
314020,01-JAN-23,31-DEC-23,As Submitted,46474822,53633095,10152
314021,01-JAN-23,31-DEC-23,As Submitted,28314273,62208915,5217482
314022,01-JAN-23,31-DEC-23,As Submitted,11302053,15708536,2706144
314023,01-JAN-23,31-DEC-23,As Submitted,24397747,30542176,300
314024,01-JAN-23,31-DEC-23,As Submitted,28766495,35216118,18456
314027,01-JAN-23,31-DEC-23,As Submitted,18404875,15010856,
320011,01-JAN-23,31-DEC-23,As Submitted,81879298,50861512,132738907
320018,01-OCT-22,30-SEP-23,As Submitted,230663460,727218277,1062520698
320021,01-JAN-23,31-DEC-23,As Submitted,1373424935,1789011584,2098876808
320022,01-JAN-23,31-DEC-23,As Submitted,94845904,73712748,214575152
320033,01-JAN-23,31-DEC-23,As Submitted,35880002,27799194,143124359
320038,01-JAN-23,02-AUG-23,As Submitted,30013878,26216457,62756123
320086,01-JAN-23,31-DEC-23,As Submitted,44909620,67718958,254681446
320089,01-JUL-23,31-DEC-23,As Submitted,55330842,48585196,83557883
320090,01-JAN-23,31-DEC-23,As Submitted,103500368,53146505,189191613
320091,01-JAN-23,31-DEC-23,As Submitted,75385076,101315122,151545455
321301,01-JAN-23,31-DEC-23,As Submitted,,7465744,52355856
321302,01-JAN-23,31-DEC-23,As Submitted,,2518400,28458403
321306,01-JAN-23,31-DEC-23,As Submitted,,30706108,98069908
321309,01-JAN-23,31-DEC-23,As Submitted,,30801911,181715209
321312,10-JUL-23,31-AUG-23,As Submitted,,2618645,18986785
321313,03-AUG-23,31-DEC-23,As Submitted,,12272227,43872273
323027,01-JAN-23,31-DEC-23,As Submitted,27531554,49666597,1741
323032,01-JAN-23,31-DEC-23,As Submitted,17435234,32150311,2216435
323033,01-JAN-23,31-DEC-23,As Submitted,16266085,26568170,
324010,01-JAN-23,31-DEC-23,As Submitted,18383164,91834640,7191435
324012,01-JAN-23,31-DEC-23,As Submitted,28354928,67959350,32508537
324013,01-JAN-23,31-DEC-23,As Submitted,12807709,23575796,3381105
330005,01-JAN-23,31-DEC-23,As Submitted,1388751205,2783512656,1824752366
330006,01-JAN-23,31-DEC-23,As Submitted,236407124,297110559,289623948
330008,01-JAN-23,31-DEC-23,As Submitted,73160465,45647928,77085288
330009,01-JAN-23,31-DEC-23,As Submitted,718237634,864051512,556526898
330013,01-JAN-23,31-DEC-23,As Submitted,1078206031,2344592249,1332729943
330014,01-JAN-23,31-DEC-23,As Submitted,621383214,648908084,498876953
330019,01-JAN-23,31-DEC-23,As Submitted,137062646,238071184,170809608
330023,01-OCT-22,30-SEP-23,As Submitted,670220749,993252411,1110780591
330024,01-JAN-23,31-DEC-23,As Submitted,3109990390,8041127215,4465113555
330027,01-JAN-23,31-DEC-23,As Submitted,505874656,931987931,392575377
330028,01-JAN-23,31-DEC-23,As Submitted,382110518,1156298538,726031347
330030,01-JAN-23,31-DEC-23,As Submitted,110123145,145630063,146722592
330033,01-JAN-23,31-DEC-23,As Submitted,70920000,48237588,167313961
330043,01-JAN-23,31-DEC-23,As Submitted,597663122,2275553185,861449105
330044,01-JAN-23,31-DEC-23,As Submitted,365443168,569832243,859732439
330045,01-JAN-23,31-DEC-23,As Submitted,430431404,1288582018,576002779
330046,01-JAN-23,31-DEC-23,As Submitted,1276612288,4427315287,1724655692
330049,01-OCT-22,30-SEP-23,As Submitted,152578994,160357758,330010205
330055,01-JAN-23,31-DEC-23,As Submitted,737800266,2529923419,1425165725
330056,01-JAN-23,31-DEC-23,As Submitted,394747173,1115549061,762841142
330058,01-JAN-23,31-DEC-23,As Submitted,123368414,103020933,161108891
330059,01-JAN-23,31-DEC-23,As Submitted,3213733224,11470283368,6279214960
330065,01-JAN-23,31-DEC-23,As Submitted,111734710,75668172,97717990
330073,01-JAN-23,31-DEC-23,As Submitted,119000403,98538430,244282374
330074,01-JAN-23,31-DEC-23,As Submitted,192799742,138565097,309101001
330078,01-JAN-23,31-DEC-23,As Submitted,340791399,350469005,450158461
330079,01-JAN-23,31-DEC-23,As Submitted,114296277,81741477,234305551
330084,01-OCT-22,30-SEP-23,As Submitted,102055180,38517886,192615928
330086,01-JAN-23,31-DEC-23,As Submitted,77391998,108025175,82754440
330090,01-JAN-23,31-DEC-23,As Submitted,297364522,266069660,603796284
330094,01-JAN-23,31-DEC-23,As Submitted,144216260,119514805,312268870
330100,01-JAN-23,31-DEC-23,As Submitted,111654928,31824422,380358938
330101,01-JAN-23,31-DEC-23,As Submitted,7921759678,24473902283,10342015144
330102,01-JAN-23,31-DEC-23,As Submitted,183156856,217050782,187800612
330103,01-JAN-23,31-DEC-23,As Submitted,184883983,130288953,320410277
330104,01-JAN-23,31-DEC-23,As Submitted,340785783,912282117,890274303
330106,01-JAN-23,31-DEC-23,As Submitted,1977638763,7118000681,3241791381
330107,01-JAN-23,31-DEC-23,As Submitted,301308351,710705429,467794045
330111,01-JAN-23,31-DEC-23,As Submitted,33420136,13969533,34885380
330115,01-JAN-23,31-DEC-23,As Submitted,112050943,69494845,272065078
330119,01-JAN-23,31-DEC-23,As Submitted,1192340645,3253373281,1860504129
330125,01-JAN-23,31-DEC-23,As Submitted,1209190834,1291909760,1709453816
330126,01-JAN-23,31-DEC-23,As Submitted,594927613,1384407447,880346528
330135,01-JAN-23,31-DEC-23,As Submitted,92295936,237711665,320935767
330144,01-JAN-23,31-DEC-23,As Submitted,28990138,23262978,62673631
330153,01-JAN-23,31-DEC-23,As Submitted,400561307,663203188,717493114
330154,01-JAN-23,31-DEC-23,As Submitted,,3526900578,10028191155
330157,01-JAN-23,31-DEC-23,As Submitted,259762797,237954495,662593424
330158,01-JAN-23,31-DEC-23,As Submitted,382068779,1479115016,990764482
330160,01-JAN-23,31-DEC-23,As Submitted,1242346908,2945970374,1784949612
330162,01-JAN-23,31-DEC-23,As Submitted,385283934,484968816,853962198
330163,01-JAN-23,17-JUN-23,As Submitted,14866498,4618355,29365713
330166,01-JAN-23,31-DEC-23,As Submitted,14070960,2420445,42771276
330169,01-JAN-23,31-DEC-23,As Submitted,910442337,2063879150,1976640623
330181,01-JAN-23,31-DEC-23,As Submitted,209864308,610181619,261278965
330184,01-JAN-23,31-DEC-23,As Submitted,181716182,340334326,212288752
330185,01-JAN-23,31-DEC-23,As Submitted,393862796,869767952,746138664
330188,01-JAN-23,31-DEC-23,As Submitted,110599403,86882057,140313971
330191,01-JAN-23,31-DEC-23,As Submitted,378813677,364479236,625494949
330193,01-JAN-23,31-DEC-23,As Submitted,306964700,261854155,178151023
330195,01-JAN-23,31-DEC-23,As Submitted,2728673461,8658430817,5127623925
330197,01-JAN-23,31-DEC-23,As Submitted,192070456,106889539,397717596
330198,01-JAN-23,31-DEC-23,As Submitted,563148564,2150996813,1986668323
330203,01-JAN-23,31-DEC-23,As Submitted,477941550,588864471,479973583
330205,01-JAN-23,31-DEC-23,As Submitted,71799465,166643251,376737041
330208,01-JAN-23,31-DEC-23,As Submitted,306682164,498079281,450069757
330211,01-JAN-23,31-DEC-23,As Submitted,114294407,58756475,215035328
330215,01-JAN-23,31-DEC-23,As Submitted,100616693,104852977,273070900
330218,01-JAN-23,31-DEC-23,As Submitted,110891090,84349380,245126298
330219,01-JAN-23,31-DEC-23,As Submitted,733803624,958326856,633664097
330221,01-JAN-23,31-DEC-23,As Submitted,313917910,463215284,378678791
330222,01-JAN-23,31-DEC-23,As Submitted,385375436,508615489,1187229762
330223,01-JAN-23,06-DEC-23,As Submitted,52962870,17430860,116049702
330224,01-JAN-23,31-DEC-23,As Submitted,176921478,547528650,432801675
330226,01-JAN-23,31-DEC-23,As Submitted,569318781,564586449,744158007
330229,01-JAN-23,31-DEC-23,As Submitted,54120810,25211258,93215125
330235,01-JAN-23,31-DEC-23,As Submitted,145664213,129727652,232439376
330239,01-JAN-23,31-DEC-23,As Submitted,133261020,103575946,286440103
330241,01-JAN-23,31-DEC-23,As Submitted,1645278255,3259078281,2746498410
330245,01-JAN-23,29-OCT-23,As Submitted,182740553,450268886,342854121
330250,01-OCT-22,30-SEP-23,As Submitted,417327324,446725336,800049724
330261,01-JAN-23,31-DEC-23,As Submitted,347580886,642667795,1142212525
330264,01-JAN-23,31-DEC-23,As Submitted,248912323,765958912,623733896
330265,01-JAN-23,31-DEC-23,As Submitted,103400719,83060782,195984589
330267,01-JAN-23,31-DEC-23,As Submitted,258087073,433433447,640650891
330270,01-JAN-23,31-DEC-23,As Submitted,887989083,1388183231,2134410612
330273,01-OCT-22,30-SEP-23,As Submitted,135117195,128145663,233850827
330276,01-JAN-23,31-DEC-23,As Submitted,115366038,75759295,288853969
330279,01-JAN-23,31-DEC-23,As Submitted,439154516,600169269,398114370
330304,01-JAN-23,31-DEC-23,As Submitted,877402874,1685285504,2336806925
330307,01-JAN-23,31-DEC-23,As Submitted,278894796,152307194,547730826
330331,01-JAN-23,31-DEC-23,As Submitted,224182466,557455487,331514558
330350,01-JAN-23,31-DEC-23,As Submitted,419936191,649866706,417166914
330386,01-JAN-23,31-DEC-23,As Submitted,85149179,178774581,289634992
330393,01-JAN-23,31-DEC-23,As Submitted,1708230070,4224243062,3072868417
330394,01-JAN-23,31-DEC-23,As Submitted,701914206,651531282,1285059819
330395,01-JAN-23,31-DEC-23,As Submitted,311365998,544002984,271411939
330399,01-JAN-23,31-DEC-23,As Submitted,438653021,628714042,418353696
330410,01-JAN-23,31-DEC-23,As Submitted,104942872,183771159,
330411,01-JAN-23,31-DEC-23,As Submitted,10721362,10418264,
331301,01-JAN-23,31-DEC-23,As Submitted,11338426,7768935,7322001
331302,01-OCT-22,30-SEP-23,As Submitted,,13261381,104285632
331303,01-JAN-23,31-DEC-23,As Submitted,,6749885,34320247
331304,01-JAN-23,31-DEC-23,As Submitted,24027828,13169948,24029332
331307,01-JAN-23,31-DEC-23,As Submitted,,1636242,5732755
331309,01-JAN-23,31-DEC-23,As Submitted,,2911353,40468848
331310,01-JAN-23,31-DEC-23,As Submitted,,9700582,49762009
331312,01-JAN-23,31-DEC-23,As Submitted,,13144118,54476227
331313,01-JAN-23,31-DEC-23,As Submitted,48302730,20499936,59988959
331314,01-JAN-23,31-DEC-23,As Submitted,42688483,29431767,57492643
331315,01-JAN-23,31-DEC-23,As Submitted,,9064429,54522995
331316,01-JAN-23,31-DEC-23,As Submitted,,19931175,78552725
331317,01-JAN-23,31-DEC-23,As Submitted,77877930,35790142,141395037
331318,01-JAN-23,31-DEC-23,As Submitted,,14485590,109960622
331319,01-JAN-23,31-DEC-23,As Submitted,32357604,17432757,59306899
331990,01-JAN-23,31-DEC-23,As Submitted,,815804,
332006,01-JAN-23,31-DEC-23,As Submitted,,178426010,37013594
333030,01-JAN-23,31-DEC-23,As Submitted,107616542,156452275,50922498
